date,country,href,tite
1996-06-25,Iran,/en/documents/mde13/020/1996/es/,Iran: Further information on: fear of torture / legal concern and new concern: fear of death penalty
1996-06-25,Middle East and North Africa,/en/documents/mde15/045/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-25,Croatia,/en/documents/eur64/012/1996/en/,Croatia: Further information on ill-treatment / health concern / conscientious objection: Niksa Violic
1996-06-25,Croatia,/en/documents/eur64/011/1996/es/,Croatia: Fear for safety / fear of ill-treatment
1996-06-25,Turkey,/en/documents/mde13/021/1996/en/,Iran: Further information on: forcible return / fear for safety / fear of torture/ill-treatment: Mehrdad Kavoussi
1996-06-25,Turkey,/en/documents/mde13/021/1996/es/,Iran: Further information on: forcible return / fear for safety / fear of torture/ill-treatment: Mehrdad Kavoussi
1996-06-25,NA,/en/documents/eur70/014/1996/en/,Federal Republic of Yugoslavia (Kosovo province): Arbitrary detention and ill-treatment: Many ethnic Albanians
1996-06-25,Uzbekistan,/en/documents/eur62/009/1996/en/,Uzbekistan: Fear of imminent execution / torture concern / legal concern
1996-06-25,Uzbekistan,/en/documents/eur62/009/1996/es/,Uzbekistan: Fear of imminent execution / torture concern / legal concern
1996-06-25,Croatia,/en/documents/eur64/012/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-25,NA,/en/documents/eur70/014/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-24,Africa,/en/documents/afr22/002/1996/en/,Congo: Medical concern / possible prisoner of conscience: Colonel Buissa Matoko
1996-06-24,Kyrgyzstan,/en/documents/eur58/007/1996/en/,Kyrgyzstan: Fear of imminent execution: Nikolai Sokolov
1996-06-24,Kyrgyzstan,/en/documents/eur58/007/1996/es/,Kyrgyzstan: Fear of imminent execution: Nikolai Sokolov
1996-06-24,Africa,/en/documents/afr22/002/1996/es/,Congo: Medical concern / possible prisoner of conscience: Colonel Buissa Matoko
1996-06-24,Burundi,/en/documents/afr16/015/1996/es/,"Burundi: Fear of ""disappearance"" / fear of extrajudicial execution"
1996-06-24,Burundi,/en/documents/afr16/015/1996/en/,"Burundi: Fear of ""disappearance"" / fear of extrajudicial execution"
1996-06-20,Middle East and North Africa,/en/documents/mde23/007/1996/en/,Saudi Arabia: Further information on: risk of execution / legal and torture concerns
1996-06-20,Middle East and North Africa,/en/documents/mde23/007/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-20,Georgia,/en/documents/eur56/003/1996/es/,Georgia: Fear of imminent execution / legal concern: Badri Zarandia
1996-06-20,Indonesia,/en/documents/asa21/037/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-20,Turkey,/en/documents/eur44/096/1996/en/,Turkey: Fear of torture / possible prisoners of conscience
1996-06-20,Indonesia,/en/documents/asa21/037/1996/en/,Indonesia: Further information on: use of excessive force / fear for safety and new concern: fear of ill-treatment: Indonesian Democratic Party demonstrators in Jakarta
1996-06-20,Turkey,/en/documents/eur44/096/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-20,Georgia,/en/documents/eur56/003/1996/en/,Georgia: Fear of imminent execution / legal concern: Badri Zarandia
1996-06-19,Bhutan,/en/documents/asa20/030/1996/en/,India: Further information on fear of ill-treatment / arbitrary arrest / medical concern: 188 Bhutanese people from refugee camps in eastern Nepal; new incident: Over 100 Bhutanese people beaten during funeral procession
1996-06-19,Bhutan,/en/documents/asa20/030/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-19,Taiwan,/en/documents/asa38/009/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-19,Turkey,/en/documents/eur44/095/1996/en/,Turkey: Further information on fear of ill-treatment / possible prisoners of conscience: Zeyneb Baran and more than 200 other detainees
1996-06-19,Turkey,/en/documents/eur44/095/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-19,Indonesia,/en/documents/asa21/036/1996/en/,Indonesia: Use of excessive force / fear for safety: Indonesian Democratic Party demonstrators in Jakarta
1996-06-19,Indonesia,/en/documents/asa21/036/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-19,Taiwan,/en/documents/asa38/009/1996/en/,Taiwan: Further information on: death penalty / legal concern / medical concern: Liu Chi-hsun
1996-06-18,Americas,/en/documents/amr23/035/1996/en/,Colombia: Further information on: apparent extrajudicial executions / fear for safety
1996-06-18,Americas,/en/documents/amr23/035/1996/es/,Colombia: Further information on: apparent extrajudicial executions / fear for safety
1996-06-18,Venezuela,/en/documents/amr53/004/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-18,Taiwan,/en/documents/asa38/007/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-18,Venezuela,/en/documents/amr53/004/1996/en/,Venezuela: Torture / fear of torture
1996-06-18,Taiwan,/en/documents/asa38/007/1996/en/,Taiwan: Further information on: death penalty / legal concern / medical concern: Liu Chi-hsun
1996-06-17,Myanmar,/en/documents/asa16/028/1996/en/,"Myanmar: Further information on: fear of torture / legal concern: 156 detainees released, at least 35 detained"
1996-06-17,Turkey,/en/documents/eur44/090/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-17,Turkey,/en/documents/eur44/090/1996/en/,Turkey: Fear of torture: Gulcin Ozgur
1996-06-17,Middle East and North Africa,/en/documents/mde15/041/1996/en/,Israel and the Occupied Territories: Torture / fear of torture: Fu'ad Mahmoud Salim Shamasneh (ID No. 90780482)
1996-06-17,Middle East and North Africa,/en/documents/mde15/041/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-17,Myanmar,/en/documents/asa16/028/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-16,Americas,/en/documents/amr23/034/1996/en/,Colombia: Apparent extrajudicial executions / Fear for safety
1996-06-16,Indonesia,/en/documents/asa21/035/1996/en/,Indonesia: Further information on Fear of torture: East Timorese detained after riots in Baucau
1996-06-16,Africa,/en/documents/afr17/002/1996/es/,Cameroon: Several hundred students
1996-06-16,United States of America,/en/documents/amr51/049/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-16,Africa,/en/documents/afr17/002/1996/en/,Cameroon: Several hundred students
1996-06-16,Turkey,/en/documents/eur44/089/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-16,Americas,/en/documents/amr23/033/1996/en/,"Colombia: Further information on fear for safety / apparent extrajudicial executions / possible ""disappearance"": Civilian population of Segovia and Remedios, Antioquia"
1996-06-16,Burundi,/en/documents/afr16/014/1996/es/,Burundi: Fear for safety / prisoner of conscience: Gervais Sindatuma
1996-06-16,Indonesia,/en/documents/asa21/035/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-16,Americas,/en/documents/amr23/033/1996/es/,"Colombia: Further information on fear for safety / apparent extrajudicial executions / possible ""disappearance"": Civilian population of Segovia and Remedios, Antioquia"
1996-06-16,Turkey,/en/documents/eur44/089/1996/en/,"Turkey: Further information on: fear of ""disappearance"" / fear of torture: Hayrettin Kanat"
1996-06-16,Burundi,/en/documents/afr16/014/1996/en/,Burundi: Fear for safety / prisoner of conscience: Gervais Sindatuma
1996-06-16,United States of America,/en/documents/amr51/049/1996/en/,USA (Indiana): Further information on: death penalty: Tommie J. Smith (also known as Ziyon Yisrayah)
1996-06-16,Americas,/en/documents/amr23/034/1996/es/,Colombia: Apparent extrajudicial executions / Fear for safety
1996-06-13,Middle East and North Africa,/en/documents/mde15/040/1996/en/,Israel / Palestinian Authority: Further information on prisoner of conscience; and new concern: ill-treatment: Dr Iyad al-Sarraj
1996-06-13,Middle East and North Africa,/en/documents/mde15/040/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-12,Ethiopia,/en/documents/afr25/007/1996/es/,Ethiopia: Further information on: prisoner of conscience / fear of ill-treatment: Zegeye Asfaw
1996-06-12,Nigeria,/en/documents/afr44/011/1996/es/,Nigeria: Fear of ill-treatment / possible prisoner of conscience: Nnimmo Bassey
1996-06-12,Kenya,/en/documents/afr32/008/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-12,Sri Lanka,/en/documents/asa37/011/1996/es/,Sri Lanka: Deliberate and arbitrary killings  fear of further killings
1996-06-12,Mexico,/en/documents/amr41/027/1996/en/,Mexico: Fear for safety: Marco Vinicio Gallardo Enriquez
1996-06-12,Sri Lanka,/en/documents/asa37/011/1996/en/,Sri Lanka: Deliberate and arbitrary killings  fear of further killings
1996-06-12,Nigeria,/en/documents/afr44/011/1996/en/,Nigeria: Fear of ill-treatment / possible prisoner of conscience: Nnimmo Bassey
1996-06-12,Mexico,/en/documents/amr41/027/1996/es/,Mexico: Fear for safety: Marco Vinicio Gallardo Enriquez
1996-06-12,Kenya,/en/documents/afr32/008/1996/en/,Kenya: Further information on: prisoner of conscience / health concern: Njehu Gatabaki
1996-06-12,Ethiopia,/en/documents/afr25/007/1996/en/,Ethiopia: Further information on: Prisoner of conscience / fear of ill-treatment: Zegeye Asfaw
1996-06-11,Ethiopia,/en/documents/afr25/006/1996/en/,"Ethiopia: Further information on: ""disappearance"" / fear of torture: Hailu Tarfassa Tasse"
1996-06-11,Ethiopia,/en/documents/afr25/006/1996/es/,"Ethiopia: Further information on: ""disappearance"" / fear of torture: Hailu Tarfassa Tasse"
1996-06-10,Indonesia,/en/documents/asa21/034/1996/en/,Indonesia / East Timor: East Timorese detained after riots
1996-06-10,Indonesia,/en/documents/asa21/034/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-10,Turkey,/en/documents/eur44/086/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-10,Mexico,/en/documents/amr41/026/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-10,Ethiopia,/en/documents/afr25/005/1996/es/,Ethiopia: Prisoner of conscience / fear of ill-treatment: Zegeye Asfaw
1996-06-10,Mexico,/en/documents/amr41/026/1996/en/,Mexico: Ill-treatment / fear for safety
1996-06-10,Ethiopia,/en/documents/afr25/005/1996/en/,Ethiopia: Prisoner of conscience / fear of ill-treatment: Zegeye Asfaw
1996-06-10,Turkey,/en/documents/eur44/086/1996/en/,"Turkey: Further information on: fear of ""disappearance"" / fear of torture"
1996-06-10,Sudan,/en/documents/afr54/011/1996/en/,Sudan: Fear of torture / possible prisoners of conscience
1996-06-10,Bahrain,/en/documents/mde11/016/1996/en/,Bahrain: Fear of torture / legal concerns
1996-06-10,Bahrain,/en/documents/mde11/016/1996/es/,Bahrain: Fear of torture / legal concerns
1996-06-10,Sudan,/en/documents/afr54/011/1996/es/,Sudan: Fear of torture / possible prisoners of conscience
1996-06-09,Iran,/en/documents/mde13/019/1996/es/,Iran: further information on: death penalty: Ahmed Bakhtari
1996-06-09,Middle East and North Africa,/en/documents/mde15/039/1996/en/,Israel / Palestinian Authority: Further information on prisoner of conscience: Dr Iyad al-Sarraj
1996-06-09,Middle East and North Africa,/en/documents/mde15/039/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-09,Turkey,/en/documents/eur44/085/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-09,United States of America,/en/documents/amr51/047/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-09,Turkey,/en/documents/eur44/083/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-09,Turkey,/en/documents/eur44/085/1996/en/,Turkey: Fear of torture: Sethettin Elci
1996-06-09,United States of America,/en/documents/amr51/047/1996/en/,USA (Nebraska): Death penalty: John Joubert
1996-06-09,Mexico,/en/documents/amr41/025/1996/en/,"Mexico: Fear for safety / possible extrajudicial execution: PRD members and supporters in Cuadrilla Nueva, Guerrero state: Jesus Nuriostegui Gaona"
1996-06-09,Mexico,/en/documents/amr41/025/1996/es/,"Mexico: Fear for safety / possible extrajudicial execution: PRD members and supporters in Cuadrilla Nueva, Guerrero state: Jesus Nuriostegui Gaona"
1996-06-09,Iran,/en/documents/mde13/019/1996/en/,Iran: further information on: death penalty: Ahmed Bakhtari
1996-06-09,Turkey,/en/documents/eur44/083/1996/en/,Turkey: Fear of ill-treatment / possible prisoners of conscience
1996-06-06,Turkey,/en/documents/eur44/082/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-06,United States of America,/en/documents/amr51/046/1996/en/,USA (Maryland): Further information on: death penalty: Flint Gregory Hunt
1996-06-06,Kenya,/en/documents/afr32/007/1996/en/,Kenya: Prisoner of conscience / health concern: Njehu Gatabaki
1996-06-06,Turkey,/en/documents/eur44/082/1996/en/,Turkey: Fear of torture / torture / extrajudicial execution
1996-06-06,Kenya,/en/documents/afr32/007/1996/fr/,Kenya: Prisoner of conscience / health concern: Njehu Gatabaki
1996-06-06,Nigeria,/en/documents/afr44/009/1996/en/,Nigeria: Fear of extrajudicial executions / prisoner of conscience
1996-06-06,United States of America,/en/documents/amr51/046/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-06,Kenya,/en/documents/afr32/007/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-06,Myanmar,/en/documents/asa16/026/1996/en/,"Myanmar: Further information on: fear of torture / legal concern: Release of 154 detainees confirmed, at least 27 still detained"
1996-06-06,Nigeria,/en/documents/afr44/009/1996/es/,Nigeria: Fear of extrajudicial executions / prisoner of conscience
1996-06-06,Myanmar,/en/documents/asa16/026/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-05,Indonesia,/en/documents/asa21/032/1996/en/,Indonesia: Health concern / possible prisoner of conscience: Amin Baharuddin
1996-06-05,Americas,/en/documents/amr23/032/1996/en/,Colombia: Fear for safety / possible extrajudicial executions
1996-06-05,Indonesia,/en/documents/asa21/033/1996/es/,Indonesia: Fear of torture: Two men (names unknown)
1996-06-05,Guyana,/en/documents/amr35/008/1996/en/,Guyana: Further information on death penalty: Rockliffe Ross
1996-06-05,Indonesia,/en/documents/asa21/033/1996/en/,Indonesia: Fear of torture: Two men (names unknown)
1996-06-05,Indonesia,/en/documents/asa21/032/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-05,Guyana,/en/documents/amr35/008/1996/es/,[SPANISH TITLE UNKNOWN]
1996-06-05,Americas,/en/documents/amr23/032/1996/es/,Colombia: Fear for safety / possible extrajudicial executions
