date,country,href,tite
2011-09-16,United States of America,/en/documents/amr51/079/2011/es/,EE.UU: Florida fija una nueva fecha para la ejecución de un ciudadano cubano.
2011-09-16,Guatemala,/en/documents/amr34/013/2011/es/,Guatemala: Sindicalista asesinado en Guatemala.
2011-09-16,Russian Federation,/en/documents/eur46/039/2011/es/,Rusia: Hombre “Desaparecido” en el norte del cáucaso.
2011-09-16,Guatemala,/en/documents/amr34/013/2011/en/,Guatemala: Trade unionist killed in Guatemala
2011-09-16,Russian Federation,/en/documents/eur46/039/2011/en/,Russian Federation: Man ‘disappeared’ in North Caucasus
2011-09-15,Angola,/en/documents/afr12/003/2011/es/,Angola: Se suspende desalojo forzoso en Angola.
2011-09-15,Haiti,/en/documents/amr36/013/2011/es/,Haiti: Temor de desalojo para doscientas familias.
2011-09-15,Syria,/en/documents/mde24/055/2011/en/,Syria: detained Syrian writer at risk of torture
2011-09-15,Syria,/en/documents/mde24/055/2011/ar/,سوريا : كاتب سوري معتقل يتعرض لخطر التعذيب
2011-09-15,Haiti,/en/documents/amr36/013/2011/fr/,Haïti. Craintes d'expulsion pour 200 familles
2011-09-15,Angola,/en/documents/afr12/003/2011/fr/,Angola. Annulation d'expulsions forcées en Angola
2011-09-15,Syria,/en/documents/mde24/055/2011/es/,Siria: Riesgo de tortura de escritor Sirio detenido.
2011-09-15,Syria,/en/documents/mde24/055/2011/fr/,Syrie. Un écrivain syrien détenu risque la torture
2011-09-15,Haiti,/en/documents/amr36/013/2011/en/,Haiti: Fear of eviction for two hundred families
2011-09-15,Angola,/en/documents/afr12/003/2011/en/,Angola: Further information: Forced eviction in Angola cancelled
2011-09-14,Syria,/en/documents/mde24/054/2011/fr/,Syrie. Un décès en détention suscite des craintes pour des manifestants
2011-09-13,Pakistan,/en/documents/asa33/015/2011/en/,Pakistan: Abducted Pakistani journalist in danger
2011-09-13,Iran,/en/documents/mde13/078/2011/es/,"Irán: Activista, golpeada brutalmente bajo custodia."
2011-09-13,Iran,/en/documents/mde13/078/2011/en/,"Iran: Woman activist beaten severely in detention, Faranak Farid"
2011-09-13,United Arab Emirates,/en/documents/mde25/004/2011/en/,United Arab Emirates: Death sentence of Indian migrants revoked
2011-09-13,Syria,/en/documents/mde24/052/2011/en/,Syria: Further information: Death in custody of Syrian activist: Ghayath Mattar
2011-09-13,Syria,/en/documents/mde24/053/2011/es/,Siria: Detenido de nuevo activista Sirio de los derechos humanos.
2011-09-13,Belarus,/en/documents/eur49/018/2011/es/,Bielorrusia: Se debe dejar en libertad a defensor Bielorruso de los derechos humanos.
2011-09-13,Belarus,/en/documents/eur49/018/2011/en/,Belarus: Further information: Free Belarusian human rights defender: Ales Bialiatski
2011-09-13,Pakistan,/en/documents/asa33/015/2011/es/,"Pakistán: Periodista paquistaní secuestrado, en peligro"
2011-09-13,Belarus,/en/documents/eur49/018/2011/fr/,Bélarus. Libérez un défenseur des droits humains bélarussien
2011-09-13,Syria,/en/documents/mde24/052/2011/es/,Siria: Muerte bajo custodia de activista Sirio.
2011-09-13,Syria,/en/documents/mde24/052/2011/fr/,Syrie. Un militant syrien meurt en détention. Ghayath Mattar
2011-09-13,Mexico,/en/documents/amr41/054/2011/es/,"México: Amenazas contra un defensor de los derechos de las personas migrantes, que corre peligro"
2011-09-13,Syria,/en/documents/mde24/053/2011/en/,Syria: Syrian rights activist re-arrested: Mohammed Najati Tayyara
2011-09-13,Mexico,/en/documents/amr41/054/2011/en/,"Mexico: Migrants’ rights defender threatened, at risk: Fray Tomás González"
2011-09-13,Syria,/en/documents/mde24/053/2011/fr/,Syrie. Un militant syrien des droits humains de nouveau arrêté. Mohammed Najati Tayyara
2011-09-13,Iran,/en/documents/mde13/078/2011/fr/,Iran. Une militante passé à tabac en détention. Faranak Farid
2011-09-13,Pakistan,/en/documents/asa33/015/2011/fr/,Pakistan. Un journaliste pakistanais enlevé est en danger
2011-09-13,United Arab Emirates,/en/documents/mde25/004/2011/fr/,Émirats arabes unis. Annulation de la condamnation à mort de migrants indiens
2011-09-13,United Arab Emirates,/en/documents/mde25/004/2011/es/,Emiratos Árabes Unidos: Anuladas condenas de muerte de inmigrantes Indios.
2011-09-13,Mexico,/en/documents/amr41/054/2011/fr/,Mexique. Un défenseur des droits des migrants menacé
2011-09-12,Yemen,/en/documents/mde31/014/2011/fr/,Yémen. Cinq hommes risquent une exécution imminente
2011-09-12,China,/en/documents/asa17/042/2011/fr/,Chine. Une militante des droits humains incarcérée risque la torture. Wang Lihong
2011-09-12,Yemen,/en/documents/mde31/014/2011/en/,Yemen: Further information: Five men close to execution
2011-09-12,China,/en/documents/asa17/042/2011/en/,"China: Further information: Human rights activist jailed, risks torture: Wang Lihong"
2011-09-12,Yemen,/en/documents/mde31/014/2011/es/,Yemen: Próxima ejecución de cinco hombres.
2011-09-12,Yemen,/en/documents/mde31/014/2011/ar/,اليمن : معلومات إضافية : خمسة رجال على وشك أن يُعدموا
2011-09-12,Bahrain,/en/documents/mde11/048/2011/es/,Bahréin: “Manifestante” encarcelado tras juicio injusto.
2011-09-12,China,/en/documents/asa17/042/2011/es/,"China: Activista de derechos humanos encarcelada, en peligro de tortura."
2011-09-12,Bahrain,/en/documents/mde11/048/2011/en/,"Bahrain: ""Protester"" jailed after unfair trial: Ghazi Ebrahim Farhan"
2011-09-12,Bahrain,/en/documents/mde11/048/2011/fr/,Bahreïn. Un « manifestant » emprisonné à la suite d'un procès inique. Ghazi Ebrahim Farhan
2011-09-09,Israel and Occupied Palestinian Territories,/en/documents/mde15/031/2011/es/,Israel: Prorrogada la detención de profesor Palestino.
2011-09-09,Saudi Arabia,/en/documents/mde23/022/2011/es/,"Arabia Saudí: Activista de los derechos humanos, en libertad."
2011-09-09,Saudi Arabia,/en/documents/mde23/022/2011/en/,Saudi Arabia: Further information: Human rights activist released
2011-09-09,Israel and Occupied Palestinian Territories,/en/documents/mde15/031/2011/fr/,Israël. La détention d'un universitaire palestinien prolongée
2011-09-09,Israel and Occupied Palestinian Territories,/en/documents/mde15/031/2011/en/,Israel/Occupied Palestinian Territories:  Further information: Palestinian academic's detention extended: Ahmad Qatamesh
2011-09-09,China,/en/documents/asa17/041/2011/fr/,Chine. Des militants toujours détenus risquent la torture
2011-09-09,China,/en/documents/asa17/040/2011/es/,China: En libertad el diseñador chino Liu Zhenggang.
2011-09-09,United States of America,/en/documents/amr51/076/2011/en/,USA (Texas): Execution due within days in Texas: Steven Woods
2011-09-09,United States of America,/en/documents/amr51/076/2011/fr/,États-Unis (Texas). Exécution imminente au Texas
2011-09-09,United States of America,/en/documents/amr51/076/2011/es/,Estados Unidos: Ejecución inminente en texas.
2011-09-09,China,/en/documents/asa17/041/2011/es/,China: Activistas siguen detenidos y en peligro de tortura.
2011-09-09,China,/en/documents/asa17/040/2011/fr/,Chine. Libération du designer Liu Zhenggang
2011-09-09,China,/en/documents/asa17/040/2011/en/,China: Further information on: Chinese designer Liu Zhenggang released
2011-09-09,Saudi Arabia,/en/documents/mde23/022/2011/fr/,Arabie saoudite. Libération d'un défenseur des droits humains
2011-09-09,China,/en/documents/asa17/041/2011/en/,China: Further information on: Activists still detained and at risk of torture
2011-09-08,Syria,/en/documents/mde24/051/2011/es/,Siria: En libertad Mohammed Hasan al-labwani.
2011-09-08,Syria,/en/documents/mde24/051/2011/en/,Syria: Further information on: Mohammed Hasan al-labwani released
2011-09-08,Syria,/en/documents/mde24/050/2011/es/,Siria: Situación de riesgo para activistas Sirios recluidos en régimen de incomunicación.
2011-09-08,Syria,/en/documents/mde24/051/2011/fr/,Syrie. Libération de Mohammed Hasan al Labwani
2011-09-08,Syria,/en/documents/mde24/050/2011/en/,Syria: Syrian activists held incommunicado at risk
2011-09-08,Syria,/en/documents/mde24/050/2011/fr/,Syrie. Des militants détenus au secret en danger
2011-09-07,United States of America,/en/documents/amr51/075/2011/fr/,États-Unis. Troy Davis risque d'être exécuté sous peu en Géorgie
2011-09-07,United States of America,/en/documents/amr51/075/2011/es/,EE. UU: Troy davis se enfrenta a una ejecución inminente Georgia.
2011-09-07,United States of America,/en/documents/amr51/075/2011/en/,USA (Georgia): Troy Davis facing imminent execution in Georgia
2011-09-06,Bahrain,/en/documents/mde11/046/2011/fr/,Bahreïn. Procès en appel de militants devant un tribunal militaire
2011-09-06,India,/en/documents/asa20/045/2011/en/,India: Further information: Executions suspended until November
2011-09-06,Bahrain,/en/documents/mde11/046/2011/en/,Bahrain: Further information: Activists’ appeal heard by military court
2011-09-06,Syria,/en/documents/mde24/049/2011/en/,Syria: Further information: Activist continues to be held incommunicado
2011-09-06,India,/en/documents/asa20/045/2011/es/,India: Ejecuciones suspendidas hasta noviembre.
2011-09-06,Syria,/en/documents/mde24/049/2011/es/,Siria: Un activista continúa recluido en régimen de incomunicación.
2011-09-06,Bahrain,/en/documents/mde11/046/2011/es/,"Bahréin: Vista del recurso de apelación de activistas, celebrada ante tribunal militar."
2011-09-06,Syria,/en/documents/mde24/049/2011/fr/,Syrie. Un militant maintenu en détention au secret
2011-09-06,Syria,/en/documents/mde24/049/2011/ar/,سوريا: معلومات إضافية : استمرار اعتقال أحد الناشطين دون السماح له بالاتصال بذويه
2011-09-06,India,/en/documents/asa20/045/2011/fr/,Inde. Des exécutions suspendues jusqu'à novembre
2011-09-05,United Kingdom,/en/documents/eur45/015/2011/en/,United Kingdom: Further information: Forced eviction of Irish travellers imminent
2011-09-05,United Kingdom,/en/documents/eur45/015/2011/es/,Reino Unido: Inminente desalojo forzoso de nómadas irlandeses.
2011-09-05,United Kingdom,/en/documents/eur45/015/2011/fr/,Royaume-Uni. L'expulsion forcée de Travellers irlandais est imminente
2011-09-02,Syria,/en/documents/mde24/047/2011/fr/,Syrie. La santé d'un détenu en grave danger
2011-09-02,Syria,/en/documents/mde24/048/2011/fr/,Syrie. Le frère d'un défenseur des droits humains en détention au secret
2011-09-02,Ethiopia,/en/documents/afr25/007/2011/fr/,Éthiopie. Deux hommes politiques de l'opposition ont été arrêtés et risquent la torture
2011-09-02,Syria,/en/documents/mde24/047/2011/en/,Syria: Health of arrested Syrian man at serious risk: Mohammed Hasan al-Labwani
2011-09-02,Syria,/en/documents/mde24/048/2011/en/,Syria: Brother of rights activist held incommunicado: Yassin Ziadeh
2011-09-02,Ethiopia,/en/documents/afr25/007/2011/en/,"Ethiopia: Opposition politicians arrested, risk torture"
2011-09-02,Syria,/en/documents/mde24/047/2011/es/,"Siria: La salud de un Sirio detenido, en grave peligro."
2011-09-02,Ethiopia,/en/documents/afr25/007/2011/es/,Etiopía: Riesgo de tortura para políticos de la oposición detenidos.
2011-09-02,Syria,/en/documents/mde24/048/2011/es/,Siria: Detención en régimen de incomunicación para el hermano de un activista de derechos humanos.
2011-09-01,Serbia,/en/documents/eur70/016/2011/fr/,Serbie. Une date a été fixée pour la marche des fiertés de Belgrade
2011-09-01,Cuba,/en/documents/amr25/004/2011/en/,Cuba: Further information: Women denied right to protest
2011-09-01,Tunisia,/en/documents/mde30/018/2011/fr/,Tunisie. Trois hommes ont été libérés mais un quatrième est toujours en détention
2011-09-01,Syria,/en/documents/mde24/046/2011/fr/,Syrie. Un défenseur des droits humains en détention
2011-09-01,Cuba,/en/documents/amr25/005/2011/fr/,Cuba. Des dissidents arrêtés
2011-09-01,Syria,/en/documents/mde24/046/2011/es/,Siria: Recluido en Siria activista de derechos Humanos.
2011-09-01,Serbia,/en/documents/eur70/016/2011/es/,Serbia: Se fija fecha para el orgullo de Belgrado.
2011-09-01,Syria,/en/documents/mde24/046/2011/en/,Syria: Human rights activist detained in Syria
2011-09-01,Tunisia,/en/documents/mde30/018/2011/en/,Tunisia: Further information: Three men released; one still detained
2011-09-01,Cuba,/en/documents/amr25/004/2011/es/,Cuba: Se le niega a un grupo de mujeres el derecho a protestar
2011-09-01,Syria,/en/documents/mde24/046/2011/ar/,سوريا : اعتقال ناشط حقوقي في سوريا
2011-09-01,Serbia,/en/documents/eur70/016/2011/en/,Serbia: Further information: Date set for Belgrade Pride
2011-09-01,Cuba,/en/documents/amr25/005/2011/en/,Cuba: Dissidents arrested in Cuba
2011-09-01,Cuba,/en/documents/amr25/004/2011/fr/,Cuba. Des femmes se voient refuser le droit de manifester
2011-09-01,Cuba,/en/documents/amr25/005/2011/es/,Cuba: Disidentes detenidos en Cuba
2011-09-01,Tunisia,/en/documents/mde30/018/2011/es/,Túnez: Quedan en libertad tres hombres; uno permanece bajo custodia.
2011-08-31,Mexico,/en/documents/amr41/052/2011/fr/,Mexique. Des publications sur Facebook passibles de trente ans de prison
2011-08-31,Taiwan,/en/documents/asa38/004/2011/es/,Taiwán: Ejecución inminente tras juicio injusto.
2011-08-31,Mexico,/en/documents/amr41/052/2011/es/,México: Riesgo de treinta años de prisión por publicar en facebook.
2011-08-31,Mexico,/en/documents/amr41/052/2011/en/,Mexico: Risk of thirty years in jail for Facebook posts
2011-08-31,Taiwan,/en/documents/asa38/004/2011/en/,Taiwan: Unfair trial leads to imminent execution
2011-08-31,Taiwan,/en/documents/asa38/004/2011/fr/,Taiwan. Exécution imminente à l'issue d'un procès inique
2011-08-30,Egypt,/en/documents/mde12/049/2011/es/,Egipto: Recluido en recluido en régimen de aislamiento bloguero Egipcio.
2011-08-30,Guatemala,/en/documents/amr34/011/2011/es/,"Guatemala: Activistas medioambientales, amenazados"
2011-08-30,Bahrain,/en/documents/mde11/045/2011/es/,Bahréin: Se reanuda el juicio militar de dos profesores.
2011-08-30,Guatemala,/en/documents/amr34/011/2011/fr/,Guatemala. Des militants écologistes menacés
2011-08-30,Bahrain,/en/documents/mde11/045/2011/fr/,Bahreïn. Reprise du procès militaire d'enseignants
2011-08-30,Egypt,/en/documents/mde12/049/2011/en/,Egypt: Further information: Egyptian blogger in solitary confinement
2011-08-30,Egypt,/en/documents/mde12/049/2011/fr/,Égypte. Un blogueur égyptien placé à l'isolement
2011-08-30,Bahrain,/en/documents/mde11/045/2011/en/,Bahrain: Further information: Teachers' military trial resumes
2011-08-30,Guatemala,/en/documents/amr34/011/2011/en/,Guatemala: Environmental activists threatened
2011-08-26,Sudan,/en/documents/afr54/027/2011/en/,Sudan: Further information: Activist detained again after release order
2011-08-26,Syria,/en/documents/mde24/045/2011/en/,Syrian woman at risk of torture in detention
2011-08-26,Colombia,/en/documents/amr23/026/2011/en/,Colombia: Further information: Organizations and unions threatened
2011-08-26,Serbia,/en/documents/eur70/014/2011/fr/,Serbie. La marche des fiertés doit avoir lieu
2011-08-26,Romania,/en/documents/eur39/007/2011/es/,Rumanía: Romaníes en peligro de desalojo forzoso en Rumanía.
2011-08-26,Colombia,/en/documents/amr23/026/2011/fr/,Colombie. Des organisations et des syndicats menacés
2011-08-26,Romania,/en/documents/eur39/007/2011/fr/,Roumanie. Des Roms risquent d'être expulsés de force
2011-08-26,Syria,/en/documents/mde24/045/2011/fr/,Syrie. Une femme risque la torture en détention
2011-08-26,Syria,/en/documents/mde24/045/2011/es/,Siria: Riesgo de tortura para Siria detenida.
2011-08-26,Sudan,/en/documents/afr54/027/2011/es/,Sudan: Activista detenido de nuevo tras su liberación.
2011-08-26,Sudan,/en/documents/afr54/027/2011/fr/,Soudan. Un militant à nouveau en détention après un ordre de libération
2011-08-26,Colombia,/en/documents/amr23/026/2011/es/,Colombia: Organizaciones y sindicatos amenazados.
2011-08-26,Romania,/en/documents/eur39/007/2011/en/,Romania: Roma at risk of forced eviction in Romania
2011-08-26,Serbia,/en/documents/eur70/014/2011/es/,Serbia: El orgullo de belgrado debe seguir adelante.
2011-08-26,Serbia,/en/documents/eur70/014/2011/en/,Serbia: Belgrade pride must go ahead
2011-08-25,Cuba,/en/documents/amr25/003/2011/fr/,Cuba. Les manifestantes ne doivent pas être réduites au silence
2011-08-25,Cuba,/en/documents/amr25/003/2011/es/,Cuba: No debe acallarse a las mujeres que se manifiestan.
2011-08-25,Cuba,/en/documents/amr25/003/2011/en/,Cuba: Women protesters must not be silenced
2011-08-25,Russian Federation,/en/documents/eur46/037/2011/es/,Federación Rusa: Dos hombres secuestrados en ingusetia.
2011-08-25,United States of America,/en/documents/amr51/073/2011/es/,EE.UU: Niño de 13 años será juzgado por un tribunal de menores.
2011-08-25,Ecuador,/en/documents/amr28/005/2011/fr/,Équateur. Protégez des militants exposés à de nouvelles menaces
2011-08-25,United States of America,/en/documents/amr51/073/2011/fr/,États-Unis. Un garçon de 13 ans va comparaître devant un tribunal pour enfants
2011-08-25,Ecuador,/en/documents/amr28/005/2011/en/,Ecuador: Further information: Shield activists from new threat
2011-08-25,Russian Federation,/en/documents/eur46/037/2011/en/,Russian Federation: Two men abducted in Ingushetia
2011-08-25,Russian Federation,/en/documents/eur46/037/2011/fr/,Russie. Deux hommes ont été enlevés en Ingouchie
2011-08-25,Ecuador,/en/documents/amr28/005/2011/es/,Ecuador: Protección para activistas ante nuevas amenazas.
2011-08-25,United States of America,/en/documents/amr51/073/2011/en/,USA: Further information: 13-year-old boy to be tried in juvenile court
2011-08-24,Syria,/en/documents/mde24/044/2011/es/,Siria: Situación de riesgo para activista Sirio y su hijo de 18 años.
2011-08-24,Egypt,/en/documents/mde12/048/2011/fr/,Égypte. Un blogueur égyptien a entamé une grève de la faim
2011-08-24,Egypt,/en/documents/mde12/048/2011/en/,Egyptian blogger on hunger strike
2011-08-24,Syria,/en/documents/mde24/044/2011/fr/,Syrie. Un militant et son fils de 18 ans sont en danger
2011-08-24,Syria,/en/documents/mde24/044/2011/en/,Syrian activist and 18-year-old son at risk
2011-08-24,Egypt,/en/documents/mde12/048/2011/es/,Egipto: Bloguero egipcio en huelga de hambre
2011-08-23,Bahrain,/en/documents/mde11/043/2011/en/,Bahrain: Further information: Teachers to be tried by a military court
2011-08-23,Iran,/en/documents/mde13/076/2011/fr/,Iran. Un militant des droits humains et sa mère ont été arrêtés
2011-08-23,Bahrain,/en/documents/mde11/043/2011/es/,Bahréin: Tribunal militar juzgará a profesores.
2011-08-23,Bahrain,/en/documents/mde11/043/2011/fr/,Bahreïn. Des enseignants vont être jugés par un tribunal militaire
2011-08-23,Iran,/en/documents/mde13/076/2011/es/,Iran: Detenidos activistas de lso derechos humanos y su madre.
2011-08-23,Iran,/en/documents/mde13/076/2011/en/,Iran: Further information: Iranian rights activist and mother arrested
2011-08-22,Syria,/en/documents/mde24/043/2011/fr/,Syrie. Un journaliste risque la torture
2011-08-22,Syria,/en/documents/mde24/043/2011/en/,Syrian news reporter at risk of torture
2011-08-22,Syria,/en/documents/mde24/043/2011/es/,Siria: Riesgo de tortura para reportero Sirio.
2011-08-22,Syria,/en/documents/mde24/043/2011/ar/,مراسل صحفي سوري  عرضة لخطر التعذيب
2011-08-19,Malawi,/en/documents/afr36/002/2011/es/,Malawi: Aplazan manifestaciones tras conversaciones.
2011-08-19,Argentina,/en/documents/amr13/003/2011/es/,Argentina: Juzgado resuelve a favor de familias indígenas
2011-08-19,Argentina,/en/documents/amr13/003/2011/en/,Argentina: Further information: Court rules in favour of Indigenous families
2011-08-19,Malawi,/en/documents/afr36/002/2011/fr/,Malawi. Des manifestations reportées après des pourparlers
2011-08-19,Indonesia,/en/documents/asa21/025/2011/es/,Indonesia: LAS Autoridades niegan asistencia médica a un preso.
2011-08-19,Indonesia,/en/documents/asa21/025/2011/en/,Indonesia: Authorities refuse prisoner medical care
2011-08-19,Malawi,/en/documents/afr36/002/2011/en/,Malawi: Further information: Demonstrations postponed after discussions
2011-08-19,Argentina,/en/documents/amr13/003/2011/fr/,Argentine. Un tribunal statue en faveur de familles indigènes
2011-08-19,Indonesia,/en/documents/asa21/025/2011/fr/,Indonésie. Les autorités privent un prisonnier de soins médicaux
2011-08-18,Syria,/en/documents/mde24/041/2011/fr/,Syrie. Des manifestants arrêtés risquent la torture
2011-08-18,Spain,/en/documents/eur41/009/2011/en/,Spain: Further information: Migrant family face new eviction threat
2011-08-18,Spain,/en/documents/eur41/009/2011/es/,España: Familia migrante de nuevo en peligro de desalojo.
2011-08-18,Syria,/en/documents/mde24/041/2011/en/,Syria: Protesters at risk of torture after arrests
2011-08-18,Angola,/en/documents/afr12/002/2011/fr/,Angola. Des centaines de familles risquent une expulsion forcée
2011-08-18,Angola,/en/documents/afr12/002/2011/es/,Angola: Posible desalojo forzoso de cientos de familias
2011-08-18,Angola,/en/documents/afr12/002/2011/en/,Angola: Hundreds of families facing forced eviction
2011-08-18,Spain,/en/documents/eur41/009/2011/fr/,Espagne. Une famille de migrants à nouveau menacée d'expulsion
2011-08-18,Syria,/en/documents/mde24/041/2011/es/,Siria: Riesgo de tortura para manifestantes detenidos.
2011-08-17,Guatemala,/en/documents/amr34/010/2011/fr/,Guatemala. Les membres d'une communauté indigène qui avaient été victimes d'une expulsion ont été attaqués
2011-08-17,Guatemala,/en/documents/amr34/010/2011/es/,Guatemala: Ataque contra pueblos indígenas desalojados.
2011-08-17,Guatemala,/en/documents/amr34/010/2011/en/,"Guatemala: Indigenous people evicted, attacked"
2011-08-16,Yemen,/en/documents/mde31/013/2011/es/,Yemen: Riesgo de ejecución para hombre yemení
2011-08-16,Yemen,/en/documents/mde31/013/2011/en/,Yemeni man at risk of execution
2011-08-16,Yemen,/en/documents/mde31/013/2011/fr/,Yémen. Un homme risque d'être exécuté
2011-08-15,United Kingdom,/en/documents/eur45/013/2011/fr/,Royaume-Uni. Les Travellers de Dale Farm risquent d'être expulsés de force
2011-08-15,India,/en/documents/asa20/041/2011/en/,India: Further information: Indian environmentalist released from jail
2011-08-15,Mexico,/en/documents/amr41/051/2011/en/,Mexico: Further information: Staff and migrants at shelter at risk
2011-08-15,United Kingdom,/en/documents/eur45/013/2011/es/,Reino Unido: Posible desalojo forzado de nómadas en Dale Farm.
2011-08-15,India,/en/documents/asa20/040/2011/en/,India: Three men face imminent execution
2011-08-15,Mexico,/en/documents/amr41/051/2011/es/,"México: Personal y migrantes de un albergue,en peligro."
2011-08-15,India,/en/documents/asa20/041/2011/fr/,Inde. Un militant écologiste libéré de prison
2011-08-15,Mexico,/en/documents/amr41/051/2011/fr/,Mexique. Le personnel et les migrants d'un refuge sont menacés
2011-08-15,India,/en/documents/asa20/040/2011/es/,India: Tres hombres se enfrentan a una ejecución inminente
2011-08-15,India,/en/documents/asa20/040/2011/fr/,Inde. Trois hommes pourraient être exécutés d'un moment à l'autre
2011-08-15,United Kingdom,/en/documents/eur45/013/2011/en/,United Kingdom: Dale Farm Travellers face forced eviction
2011-08-15,India,/en/documents/asa20/041/2011/es/,"India: Ecologista Indio, liberado."
